report,result_number,status,rationale,representation,classifier,reducer,accuracy,balanced_accuracy,auc,majority_accuracy,accuracy_lift_vs_majority,n_test
time_aligned_embedding_extended/bge_m3_random_forest_pca_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/bge_m3/bge_m3.npy,random_forest,pca,0.4937704918032787,0.5055866163240186,0.5061314043385958,0.5357377049180327,-0.04196721311475404,3050
time_aligned_embedding_extended/qwen_knn_none_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/qwen3_embedding_8b/embeddings.npy,knn,none,0.48918032786885246,0.4900434101611933,0.49448318396503677,0.5357377049180327,-0.04655737704918028,3050
time_aligned_embedding_extended/qwen_knn_pca_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/qwen3_embedding_8b/embeddings.npy,knn,pca,0.4839344262295082,0.48689051165556774,0.48644966772469206,0.5357377049180327,-0.05180327868852452,3050
time_aligned_embedding_extended/qwen_linear_svm_none_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/qwen3_embedding_8b/embeddings.npy,linear_svm,none,0.5003278688524591,0.5087857602223929,0.5141288318845991,0.5357377049180327,-0.035409836065573685,3050
time_aligned_embedding_extended/qwen_linear_svm_pca_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/qwen3_embedding_8b/embeddings.npy,linear_svm,pca,0.5419672131147542,0.5174500722638287,0.5426674256097477,0.5357377049180327,0.006229508196721412,3050
time_aligned_embedding_extended/qwen_logistic_none_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/qwen3_embedding_8b/embeddings.npy,logistic,none,0.46,0.48457435221874157,0.47088593206508583,0.5357377049180327,-0.07573770491803272,3050
time_aligned_embedding_extended/qwen_logistic_pca_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/qwen3_embedding_8b/embeddings.npy,logistic,pca,0.46262295081967214,0.4842899646633335,0.46537667952893663,0.5357377049180327,-0.0731147540983606,3050
time_aligned_embedding_extended/qwen_mlp_none_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/qwen3_embedding_8b/embeddings.npy,mlp,none,0.519672131147541,0.5092676631468305,0.5007796886777448,0.5357377049180327,-0.01606557377049178,3050
time_aligned_embedding_extended/qwen_mlp_pca_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/qwen3_embedding_8b/embeddings.npy,mlp,pca,0.4816393442622951,0.4883759828226459,0.4950011755838156,0.5357377049180327,-0.05409836065573764,3050
time_aligned_embedding_extended/qwen_random_forest_none_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/qwen3_embedding_8b/embeddings.npy,random_forest,none,0.4855737704918033,0.5016583511399705,0.49950232177803594,0.5357377049180327,-0.05016393442622946,3050
time_aligned_embedding_extended/qwen_random_forest_pca_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/qwen3_embedding_8b/embeddings.npy,random_forest,pca,0.4816393442622951,0.4955366712998499,0.4912957094648327,0.5357377049180327,-0.05409836065573764,3050
time_aligned_embedding_extended/roberta_knn_none_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/chinese_roberta/chinese_roberta.npy,knn,none,0.519672131147541,0.5154390459791576,0.5159380208009183,0.5357377049180327,-0.01606557377049178,3050
time_aligned_embedding_extended/roberta_knn_pca_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/chinese_roberta/chinese_roberta.npy,knn,pca,0.49868852459016394,0.49448901866412187,0.5006629946960425,0.5357377049180327,-0.0370491803278688,3050
time_aligned_embedding_extended/roberta_linear_svm_none_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/chinese_roberta/chinese_roberta.npy,linear_svm,none,0.5140983606557377,0.5068922923192886,0.498649375211778,0.5357377049180327,-0.02163934426229508,3050
time_aligned_embedding_extended/roberta_linear_svm_pca_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/chinese_roberta/chinese_roberta.npy,linear_svm,pca,0.54,0.5194299801533792,0.5222915759046809,0.5357377049180327,0.004262295081967293,3050
time_aligned_embedding_extended/roberta_logistic_none_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/chinese_roberta/chinese_roberta.npy,logistic,none,0.5137704918032787,0.5118154817473325,0.5062433441210437,0.5357377049180327,-0.021967213114754025,3050
time_aligned_embedding_extended/roberta_logistic_pca_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/chinese_roberta/chinese_roberta.npy,logistic,pca,0.46852459016393444,0.4792924368469459,0.4796152901963225,0.5357377049180327,-0.0672131147540983,3050
time_aligned_embedding_extended/roberta_mlp_none_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/chinese_roberta/chinese_roberta.npy,mlp,none,0.519016393442623,0.5036149202331806,0.5041385304510784,0.5357377049180327,-0.016721311475409784,3050
time_aligned_embedding_extended/roberta_mlp_pca_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/chinese_roberta/chinese_roberta.npy,mlp,pca,0.49508196721311476,0.49371408418563156,0.4909056490259942,0.5357377049180327,-0.04065573770491798,3050
time_aligned_embedding_extended/roberta_random_forest_none_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/chinese_roberta/chinese_roberta.npy,random_forest,none,0.5219672131147541,0.5145660021160509,0.5145448243193715,0.5357377049180327,-0.013770491803278606,3050
time_aligned_embedding_extended/roberta_random_forest_pca_seed42.json,1,valid_legacy,"Legacy 98-stock experiment is internally row-aligned; it is valid only for its 57,741-row panel and 3,050-row 2026 test set.",npy:data/processed/embeddings/chinese_roberta/chinese_roberta.npy,random_forest,pca,0.48721311475409834,0.4933423922439129,0.4920120808525057,0.5357377049180327,-0.0485245901639344,3050
